EntrezGene ID	RefSeq mRNA [e.g. NM_001195597]	RefSeq ncRNA [e.g. NR_002834]	Ensembl Gene ID
244757			ENSMUSG00000036395
244757			ENSMUSG00000036395
244757			ENSMUSG00000036395
19120	NM_013638		ENSMUSG00000050058
19047	NM_013636		ENSMUSG00000004455
19047			ENSMUSG00000004455
19047			ENSMUSG00000004455
19047			ENSMUSG00000004455
19047			ENSMUSG00000004455
19047			ENSMUSG00000004455
19047			ENSMUSG00000004455
19047			ENSMUSG00000004455
19047			ENSMUSG00000004455
627607	NM_001195767		ENSMUSG00000059114
19119	NM_008933		ENSMUSG00000038015
435965			ENSMUSG00000001802
435965			ENSMUSG00000001802
435965	NM_001024707		ENSMUSG00000001802
435965			ENSMUSG00000001802
58205	NM_021396		ENSMUSG00000016498
19118	NM_013637		ENSMUSG00000022501
238330	NM_145836		ENSMUSG00000034168
			ENSMUSG00000099294
			ENSMUSG00000099294
56491	NM_019806		ENSMUSG00000054455
56491			ENSMUSG00000054455
20257	NM_025285		ENSMUSG00000027500
66588	NM_025647		ENSMUSG00000028719
66588			ENSMUSG00000028719
66588			ENSMUSG00000028719
66588			ENSMUSG00000028719
217732	NM_173735		ENSMUSG00000034157
217304			ENSMUSG00000063193
217304			ENSMUSG00000063193
217304			ENSMUSG00000063193
217304	NM_199221		ENSMUSG00000063193
170718	NM_130884		ENSMUSG00000027406
170718			ENSMUSG00000027406
170718			ENSMUSG00000027406
170718			ENSMUSG00000027406
326623	NM_177371		ENSMUSG00000050395
208768	NM_145943		ENSMUSG00000038806
11541	NM_007413		ENSMUSG00000018500
236915			ENSMUSG00000025656
236915			ENSMUSG00000025656
236915			ENSMUSG00000025656
236915			ENSMUSG00000025656
236915			ENSMUSG00000025656
236915			ENSMUSG00000025656
236915			ENSMUSG00000025656
236915			ENSMUSG00000025656
236915			ENSMUSG00000025656
236915			ENSMUSG00000025656
236915			ENSMUSG00000025656
236915			ENSMUSG00000025656
236915	NM_001033329		ENSMUSG00000025656
15213	NM_010423		ENSMUSG00000040289
238331	NM_001080943		ENSMUSG00000048483
232035	NM_183310		ENSMUSG00000039578
232035	NM_001164316		ENSMUSG00000039578
232035			ENSMUSG00000039578
232035			ENSMUSG00000039578
232035			ENSMUSG00000039578
232035			ENSMUSG00000039578
232035			ENSMUSG00000039578
232035			ENSMUSG00000039578
232035			ENSMUSG00000039578
77048	NM_029852		ENSMUSG00000020024
			ENSMUSG00000081049
14731	NM_010331		ENSMUSG00000022561
14731			ENSMUSG00000022561
14731			ENSMUSG00000022561
14731			ENSMUSG00000022561
14731			ENSMUSG00000022561
14731			ENSMUSG00000022561
14731			ENSMUSG00000022561
14731			ENSMUSG00000022561
14731			ENSMUSG00000022561
14731			ENSMUSG00000022561
			ENSMUSG00000071735
66230	NM_025434		ENSMUSG00000040269
69747	NM_027198		ENSMUSG00000014243
22591	NM_009531		ENSMUSG00000030094
22591			ENSMUSG00000030094
			ENSMUSG00000082372
403183	NM_207281		ENSMUSG00000046828
403183			ENSMUSG00000046828
			ENSMUSG00000080847
68750			ENSMUSG00000039087
68750			ENSMUSG00000039087
68750	NM_026830		ENSMUSG00000039087
68750			ENSMUSG00000039087
68750	NM_001177868		ENSMUSG00000039087
68750			ENSMUSG00000039087
68750	NM_001039188		ENSMUSG00000039087
68750			ENSMUSG00000039087
68750			ENSMUSG00000039087
68750			ENSMUSG00000039087
68750	NM_001177869		ENSMUSG00000039087
320202	NM_177099		ENSMUSG00000066652
320202			ENSMUSG00000066652
15193	NM_008233		ENSMUSG00000002833
			ENSMUSG00000081221
			ENSMUSG00000081221
			ENSMUSG00000026736
387314	NM_198967		ENSMUSG00000030306
387314			ENSMUSG00000030306
387314			ENSMUSG00000030306
67471	NM_026181		ENSMUSG00000063808
67471			ENSMUSG00000063808
67471			ENSMUSG00000063808
67471			ENSMUSG00000063808
16408	NM_008400		ENSMUSG00000030830
16408	NM_001253874		ENSMUSG00000030830
16408	NM_001253873		ENSMUSG00000030830
16408	NM_001253872		ENSMUSG00000030830
16408			ENSMUSG00000030830
16408			ENSMUSG00000030830
16408			ENSMUSG00000030830
16408			ENSMUSG00000030830
387565			ENSMUSG00000058728
387565			ENSMUSG00000058728
387565	NM_199225		ENSMUSG00000058728
71840	NM_027951		ENSMUSG00000024175
69051	NM_133705		ENSMUSG00000026520
			ENSMUSG00000082346
			ENSMUSG00000095572
			ENSMUSG00000083444
26951	NM_012039		ENSMUSG00000032264
			ENSMUSG00000096531
			ENSMUSG00000081205
			ENSMUSG00000081205
76784			ENSMUSG00000020459
76784			ENSMUSG00000020459
76784			ENSMUSG00000020459
76784	NM_001282118		ENSMUSG00000020459
76784	NM_001282119		ENSMUSG00000020459
76784			ENSMUSG00000020459
76784			ENSMUSG00000020459
76784			ENSMUSG00000020459
76784	NM_133767		ENSMUSG00000020459
			ENSMUSG00000096541
13142	NM_010018		ENSMUSG00000042096
13142			ENSMUSG00000042096
13142			ENSMUSG00000042096
13142			ENSMUSG00000042096
			ENSMUSG00000096877
14804			ENSMUSG00000071424
14804			ENSMUSG00000071424
14804	NM_008167		ENSMUSG00000071424
14804			ENSMUSG00000071424
14804			ENSMUSG00000071424
14804			ENSMUSG00000071424
217305	NM_145437		ENSMUSG00000034641
11733	NM_001277280		ENSMUSG00000031543
11733	NM_001110783		ENSMUSG00000031543
11733			ENSMUSG00000031543
11733	NM_001277281		ENSMUSG00000031543
11733	NM_001277284		ENSMUSG00000031543
11733			ENSMUSG00000031543
11733			ENSMUSG00000031543
11733	NM_001277286		ENSMUSG00000031543
11733	NM_031158		ENSMUSG00000031543
11733	NM_001277289		ENSMUSG00000031543
11733			ENSMUSG00000031543
11733			ENSMUSG00000031543
11733			ENSMUSG00000031543
11733			ENSMUSG00000031543
11733			ENSMUSG00000031543
11733			ENSMUSG00000031543
11733			ENSMUSG00000031543
11733			ENSMUSG00000031543
13590	NM_010094		ENSMUSG00000038793
13590			ENSMUSG00000038793
93692	NM_053108		ENSMUSG00000021591
56376	NM_019808		ENSMUSG00000028273
56376	NM_001190856		ENSMUSG00000028273
56376	NM_001190855		ENSMUSG00000028273
56376	NM_001190854		ENSMUSG00000028273
56376	NM_019809		ENSMUSG00000028273
56376	NM_001190853		ENSMUSG00000028273
56376	NM_022554		ENSMUSG00000028273
56376	NM_001190857		ENSMUSG00000028273
56376			ENSMUSG00000028273
			ENSMUSG00000093915
			ENSMUSG00000083367
			ENSMUSG00000094779
			ENSMUSG00000084300
70882	NM_001081083		ENSMUSG00000037683
70882	NM_001271564		ENSMUSG00000037683
70882	NM_001271563		ENSMUSG00000037683
			ENSMUSG00000042579
217431	NM_001008421		ENSMUSG00000061458
54712	NM_018797		ENSMUSG00000074785
54712			ENSMUSG00000074785
54712			ENSMUSG00000074785
54712			ENSMUSG00000074785
20609	NM_001191008		ENSMUSG00000050824
20609	NM_011425		ENSMUSG00000050824
217733			ENSMUSG00000034145
217733			ENSMUSG00000034145
217733			ENSMUSG00000034145
217733			ENSMUSG00000034145
217733	NM_172583		ENSMUSG00000034145
72993	NM_145221		ENSMUSG00000040760
72993			ENSMUSG00000040760
72993			ENSMUSG00000040760
72993			ENSMUSG00000040760
52428	NM_027897		ENSMUSG00000030494
52428			ENSMUSG00000030494
52428			ENSMUSG00000030494
			ENSMUSG00000093801
			ENSMUSG00000082151
			ENSMUSG00000082151
			ENSMUSG00000082122
228960			ENSMUSG00000027522
228960			ENSMUSG00000027522
228960			ENSMUSG00000027522
228960	NM_001102424		ENSMUSG00000027522
228960	NM_172675		ENSMUSG00000027522
228960			ENSMUSG00000027522
228960	NM_001102423		ENSMUSG00000027522
228960	NM_001102425		ENSMUSG00000027522
			ENSMUSG00000095480
21453	NM_001198984		ENSMUSG00000024613
21453	NM_011552		ENSMUSG00000024613
21453			ENSMUSG00000024613
21453			ENSMUSG00000024613
21453			ENSMUSG00000024613
21453			ENSMUSG00000024613
69698	NM_027172		ENSMUSG00000027463
69698	NM_001164819		ENSMUSG00000027463
69698	NM_001164820		ENSMUSG00000027463
69698			ENSMUSG00000027463
			ENSMUSG00000083786
70093	NM_027315		ENSMUSG00000042572
			ENSMUSG00000086233
			ENSMUSG00000086233
77974	NM_030017		ENSMUSG00000021123
77974			ENSMUSG00000021123
77974			ENSMUSG00000021123
77974			ENSMUSG00000021123
14788	NM_013533		ENSMUSG00000038390
			ENSMUSG00000087564
70676	NM_028450		ENSMUSG00000056870
70676			ENSMUSG00000056870
70676			ENSMUSG00000056870
70676			ENSMUSG00000056870
70676			ENSMUSG00000056870
70676			ENSMUSG00000056870
68666	NM_026805		ENSMUSG00000042078
68666			ENSMUSG00000042078
68666			ENSMUSG00000042078
68666			ENSMUSG00000042078
68666			ENSMUSG00000042078
			ENSMUSG00000094877
74096			ENSMUSG00000064267
74096	NM_001042489		ENSMUSG00000064267
74096			ENSMUSG00000064267
74096	NM_028752		ENSMUSG00000064267
99382	NM_178890		ENSMUSG00000032724
99382			ENSMUSG00000032724
99382			ENSMUSG00000032724
			ENSMUSG00000085558
		NR_030693	ENSMUSG00000085558
			ENSMUSG00000085558
			ENSMUSG00000085558
			ENSMUSG00000085558
20460	NM_009185		ENSMUSG00000028718
20460			ENSMUSG00000028718
20460			ENSMUSG00000028718
20460			ENSMUSG00000028718
20460			ENSMUSG00000028718
20460			ENSMUSG00000028718
226089	NM_001081319		ENSMUSG00000038658
226089			ENSMUSG00000038658
226089			ENSMUSG00000038658
226089			ENSMUSG00000038658
226089			ENSMUSG00000038658
226089			ENSMUSG00000038658
226089			ENSMUSG00000038658
20681	NM_011447		ENSMUSG00000024176
20681			ENSMUSG00000024176
20681			ENSMUSG00000024176
21410			ENSMUSG00000020679
21410	NM_009330		ENSMUSG00000020679
21410			ENSMUSG00000020679
21410			ENSMUSG00000020679
21410			ENSMUSG00000020679
17771	NM_001039657		ENSMUSG00000024905
17771	NM_001039658		ENSMUSG00000024905
17771			ENSMUSG00000024905
17771			ENSMUSG00000024905
101831	NM_178643		ENSMUSG00000030493
101831			ENSMUSG00000030493
101831			ENSMUSG00000030493
11434	NM_001277245		ENSMUSG00000022622
11434	NM_001277246		ENSMUSG00000022622
11434	NM_001277247		ENSMUSG00000022622
11434	NM_013455		ENSMUSG00000022622
11434	NM_001205049		ENSMUSG00000022622
		NR_004448	ENSMUSG00000082843
			ENSMUSG00000082843
233890	NM_146202		ENSMUSG00000047371
19192			ENSMUSG00000078652
19192	NM_011192		ENSMUSG00000078652
19192			ENSMUSG00000078652
19192			ENSMUSG00000078652
19192			ENSMUSG00000078652
665270			ENSMUSG00000029134
665270			ENSMUSG00000029134
665270			ENSMUSG00000029134
665270			ENSMUSG00000029134
665270			ENSMUSG00000029134
665270			ENSMUSG00000029134
665270			ENSMUSG00000029134
665270	NM_172147		ENSMUSG00000029134
665270	NM_001081407		ENSMUSG00000029134
			ENSMUSG00000084095
105513	NM_134078		ENSMUSG00000034190
			ENSMUSG00000082501
269997	NM_175560		ENSMUSG00000054381
			ENSMUSG00000094231
			ENSMUSG00000084215
			ENSMUSG00000084215
			ENSMUSG00000083944
			ENSMUSG00000083637
17116	NM_010750		ENSMUSG00000056947
12286			ENSMUSG00000034656
12286	NM_001252061		ENSMUSG00000034656
12286	NM_001252060		ENSMUSG00000034656
12286	NM_007578		ENSMUSG00000034656
12286	NM_001252059		ENSMUSG00000034656
12286			ENSMUSG00000034656
12286			ENSMUSG00000034656
12286			ENSMUSG00000034656
12286			ENSMUSG00000034656
12286			ENSMUSG00000034656
12286			ENSMUSG00000034656
12286			ENSMUSG00000034656
67591	NM_026261		ENSMUSG00000055891
			ENSMUSG00000074592
21933	NM_020275		ENSMUSG00000022074
78921	NM_030226		ENSMUSG00000030823
78921			ENSMUSG00000030823
18483	NM_023128		ENSMUSG00000035863
18483	NM_001161747		ENSMUSG00000035863
12504	NM_013488		ENSMUSG00000023274
12504			ENSMUSG00000023274
12504			ENSMUSG00000023274
12504			ENSMUSG00000023274
12504			ENSMUSG00000023274
11694	NM_007441		ENSMUSG00000014603
226251	NM_178688		ENSMUSG00000025085
226251			ENSMUSG00000025085
226251	NM_001103177		ENSMUSG00000025085
226251			ENSMUSG00000025085
226251			ENSMUSG00000025085
226251			ENSMUSG00000025085
226251			ENSMUSG00000025085
226251			ENSMUSG00000025085
226251			ENSMUSG00000025085
226251			ENSMUSG00000025085
226251			ENSMUSG00000025085
226251			ENSMUSG00000025085
226251			ENSMUSG00000025085
226251			ENSMUSG00000025085
226251			ENSMUSG00000025085
226251			ENSMUSG00000025085
226251			ENSMUSG00000025085
226251			ENSMUSG00000025085
226251			ENSMUSG00000025085
226251			ENSMUSG00000025085
226251	NM_001103178		ENSMUSG00000025085
57435	NM_020568		ENSMUSG00000002831
140497	NM_134158		ENSMUSG00000044811
140497			ENSMUSG00000044811
17112			ENSMUSG00000027800
17112	NM_008536		ENSMUSG00000027800
66169	NM_025394		ENSMUSG00000028998
70893	NM_001113323		ENSMUSG00000031966
72140			ENSMUSG00000023072
72140	NM_028120		ENSMUSG00000023072
72140			ENSMUSG00000023072
72140			ENSMUSG00000023072
72140			ENSMUSG00000023072
72140			ENSMUSG00000023072
72140			ENSMUSG00000023072
72140			ENSMUSG00000023072
72140			ENSMUSG00000023072
208795			ENSMUSG00000026519
208795			ENSMUSG00000026519
208795	NM_144794		ENSMUSG00000026519
208795			ENSMUSG00000026519
208795			ENSMUSG00000026519
208795			ENSMUSG00000026519
208795			ENSMUSG00000026519
208795			ENSMUSG00000026519
			ENSMUSG00000079740
229302	NM_145539		ENSMUSG00000027801
11921	NM_007500		ENSMUSG00000073043
223970	NM_001162932		ENSMUSG00000037991
223970			ENSMUSG00000037991
246710	NM_153514		ENSMUSG00000022075
101604			ENSMUSG00000078580
101604	NM_198011		ENSMUSG00000078580
101604			ENSMUSG00000078580
211429			ENSMUSG00000098488
211429	NM_145378		ENSMUSG00000098488
211429			ENSMUSG00000098488
211429			ENSMUSG00000098488
211429			ENSMUSG00000098488
211429			ENSMUSG00000098488
66968	NM_025874		ENSMUSG00000011305
66968	NM_001077348		ENSMUSG00000011305
229707	NM_153563		ENSMUSG00000014601
258863	NM_146864		ENSMUSG00000050198
21985	NM_009412		ENSMUSG00000027506
21985	NM_001025263		ENSMUSG00000027506
21985	NM_001025262		ENSMUSG00000027506
21985	NM_001025261		ENSMUSG00000027506
21985			ENSMUSG00000027506
21985	NM_001025264		ENSMUSG00000027506
21985			ENSMUSG00000027506
21985			ENSMUSG00000027506
21985			ENSMUSG00000027506
21985			ENSMUSG00000027506
21985			ENSMUSG00000027506
257667	NM_146267		ENSMUSG00000042801
56722	NM_019980		ENSMUSG00000022500
56722			ENSMUSG00000022500
56722			ENSMUSG00000022500
56722			ENSMUSG00000022500
			ENSMUSG00000082319
			ENSMUSG00000082319
			ENSMUSG00000082319
			ENSMUSG00000086080
		NR_045185	ENSMUSG00000086080
			ENSMUSG00000086080
			ENSMUSG00000086080
13990	NM_007958		ENSMUSG00000029920
13990	NM_001253392		ENSMUSG00000029920
258862	NM_146863		ENSMUSG00000047868
18263	NM_013614		ENSMUSG00000011179
			ENSMUSG00000093969
233893	NM_146203		ENSMUSG00000045757
233893	NM_001167832		ENSMUSG00000045757
233893			ENSMUSG00000045757
258540	NM_146547		ENSMUSG00000061367
			ENSMUSG00000096168
78394	NM_030096		ENSMUSG00000020677
78394			ENSMUSG00000020677
378460	NM_001002842		ENSMUSG00000032739
378460			ENSMUSG00000032739
378460			ENSMUSG00000032739
			ENSMUSG00000095370
73296	NM_028493		ENSMUSG00000021589
73296			ENSMUSG00000021589
73296			ENSMUSG00000021589
			ENSMUSG00000086455
257666	NM_146266		ENSMUSG00000094944
100756	NM_001033202		ENSMUSG00000029592
			ENSMUSG00000081361
			ENSMUSG00000095415
20621	NM_009223		ENSMUSG00000037972
	NC_000080		ENSMUSG00000096038
257664	NM_207008		ENSMUSG00000096000
545260	NM_001038499		ENSMUSG00000036412
			ENSMUSG00000076821
			ENSMUSG00000076822
258232	NM_207620		ENSMUSG00000096229
68708	NM_026817		ENSMUSG00000022621
68708			ENSMUSG00000022621
68708			ENSMUSG00000022621
68708			ENSMUSG00000022621
68708			ENSMUSG00000022621
68708			ENSMUSG00000022621
68708			ENSMUSG00000022621
68708			ENSMUSG00000022621
68708			ENSMUSG00000022621
68708			ENSMUSG00000022621
68708			ENSMUSG00000022621
69234			ENSMUSG00000045251
69234	NM_026999		ENSMUSG00000045251
69234			ENSMUSG00000045251
69234			ENSMUSG00000045251
69234			ENSMUSG00000045251
69234			ENSMUSG00000045251
666938	NM_001164806		ENSMUSG00000092060
66445	NM_025567		ENSMUSG00000022551
258538	NM_146545		ENSMUSG00000096220
21349			ENSMUSG00000028717
21349			ENSMUSG00000028717
21349			ENSMUSG00000028717
21349	NM_011527		ENSMUSG00000028717
97064	NM_133784		ENSMUSG00000027803
97064	NM_001168281		ENSMUSG00000027803
404321	NM_207559		ENSMUSG00000095483
258537	NM_146544		ENSMUSG00000062914
20698			ENSMUSG00000061878
20698			ENSMUSG00000061878
20698			ENSMUSG00000061878
20698			ENSMUSG00000061878
20698	NM_001172475		ENSMUSG00000061878
20698	NM_001172473		ENSMUSG00000061878
20698	NM_001172472		ENSMUSG00000061878
20698			ENSMUSG00000061878
20698			ENSMUSG00000061878
20698			ENSMUSG00000061878
20698			ENSMUSG00000061878
20698	NM_025367		ENSMUSG00000061878
20698			ENSMUSG00000061878
20698			ENSMUSG00000061878
20698			ENSMUSG00000061878
20698			ENSMUSG00000061878
20698	NM_011451		ENSMUSG00000061878
231642	NM_175016		ENSMUSG00000044339
231642			ENSMUSG00000044339
231642			ENSMUSG00000044339
80893			ENSMUSG00000032268
80893			ENSMUSG00000032268
80893			ENSMUSG00000032268
80893	NM_030709		ENSMUSG00000032268
80893			ENSMUSG00000032268
80893			ENSMUSG00000032268
80893			ENSMUSG00000032268
			ENSMUSG00000044537
53602	NM_016677		ENSMUSG00000071379
258281	NM_146284		ENSMUSG00000049573
227960	NM_145523		ENSMUSG00000026893
227960			ENSMUSG00000026893
228961	NM_213733		ENSMUSG00000039263
228961			ENSMUSG00000039263
228961			ENSMUSG00000039263
228961			ENSMUSG00000039263
258723	NM_146728		ENSMUSG00000095138
			ENSMUSG00000067356
71131	NM_175163		ENSMUSG00000048921
71131			ENSMUSG00000048921
			ENSMUSG00000083997
78906	NM_030218		ENSMUSG00000035852
78906			ENSMUSG00000035852
67678	NM_026309		ENSMUSG00000034192
67678			ENSMUSG00000034192
67678			ENSMUSG00000034192
76483	NM_029624		ENSMUSG00000002279
76483			ENSMUSG00000002279
76483			ENSMUSG00000002279
76483			ENSMUSG00000002279
76483			ENSMUSG00000002279
76483			ENSMUSG00000002279
76483			ENSMUSG00000002279
76483			ENSMUSG00000002279
76483			ENSMUSG00000002279
76483			ENSMUSG00000002279
			ENSMUSG00000066315
			ENSMUSG00000066315
257985	NM_001011797		ENSMUSG00000095075
12825	NM_009930		ENSMUSG00000026043
12825			ENSMUSG00000026043
12825			ENSMUSG00000026043
			ENSMUSG00000083220
435772			ENSMUSG00000073991
258724	NM_146729		ENSMUSG00000094347
382064	NM_001281475		ENSMUSG00000079644
382064	NM_001177509		ENSMUSG00000079644
236366	NM_001201330		ENSMUSG00000073197
236366	NM_001033157		ENSMUSG00000073197
			ENSMUSG00000081715
11994			ENSMUSG00000052613
11994			ENSMUSG00000052613
11994			ENSMUSG00000052613
11994			ENSMUSG00000052613
11994	NM_001142741		ENSMUSG00000052613
11994	NM_023115		ENSMUSG00000052613
11994	NM_001142736		ENSMUSG00000052613
11994	NM_001142739		ENSMUSG00000052613
11994	NM_001142738		ENSMUSG00000052613
11994	NM_001142735		ENSMUSG00000052613
11994	NM_001142740		ENSMUSG00000052613
11994			ENSMUSG00000052613
11994	NM_001142737		ENSMUSG00000052613
11994			ENSMUSG00000052613
11994	NM_001142743		ENSMUSG00000052613
11994			ENSMUSG00000052613
11994			ENSMUSG00000052613
11994	NM_001142742		ENSMUSG00000052613
11994			ENSMUSG00000052613
11994			ENSMUSG00000052613
11994			ENSMUSG00000052613
11994			ENSMUSG00000052613
11994	NM_001142760		ENSMUSG00000052613
11994			ENSMUSG00000052613
11994	NM_001142746		ENSMUSG00000052613
11994			ENSMUSG00000052613
11994	NM_001142748		ENSMUSG00000052613
11994	NM_001142747		ENSMUSG00000052613
11994			ENSMUSG00000052613
11994			ENSMUSG00000052613
11994			ENSMUSG00000052613
11994			ENSMUSG00000052613
11994			ENSMUSG00000052613
			ENSMUSG00000081241
214547	NM_172530		ENSMUSG00000046280
106200	NM_134105		ENSMUSG00000022498
106200	NM_029582		ENSMUSG00000022498
106200			ENSMUSG00000022498
106200			ENSMUSG00000022498
106200			ENSMUSG00000022498
106200			ENSMUSG00000022498
106200			ENSMUSG00000022498
106200			ENSMUSG00000022498
106200			ENSMUSG00000022498
106200			ENSMUSG00000022498
258542	NM_146549		ENSMUSG00000095696
			ENSMUSG00000081291
			ENSMUSG00000086765
			ENSMUSG00000086765
30962	NM_001199016		ENSMUSG00000030492
30962	NM_001199015		ENSMUSG00000030492
30962			ENSMUSG00000030492
30962			ENSMUSG00000030492
30962	NM_021291		ENSMUSG00000030492
30962			ENSMUSG00000030492
67182	NM_026018		ENSMUSG00000028716
67182			ENSMUSG00000028716
67182			ENSMUSG00000028716
67182			ENSMUSG00000028716
67182			ENSMUSG00000028716
67182			ENSMUSG00000028716
67182	NM_001164557		ENSMUSG00000028716
67182	NM_001164558		ENSMUSG00000028716
84652			ENSMUSG00000028995
84652			ENSMUSG00000028995
84652	NM_053090		ENSMUSG00000028995
84652			ENSMUSG00000028995
84652			ENSMUSG00000028995
258069	NM_001011822		ENSMUSG00000096497
21366	NM_009320		ENSMUSG00000030096
			ENSMUSG00000083025
72345	NM_175179		ENSMUSG00000050332
12905	NM_009950		ENSMUSG00000045867
			ENSMUSG00000081490
258544	NM_146551		ENSMUSG00000049217
76743	NM_029722		ENSMUSG00000019867
			ENSMUSG00000081884
12322	NM_177407		ENSMUSG00000024617
12322			ENSMUSG00000024617
12322			ENSMUSG00000024617
12322			ENSMUSG00000024617
12322			ENSMUSG00000024617
12322	NM_009792		ENSMUSG00000024617
12322			ENSMUSG00000024617
			ENSMUSG00000082255
258935	NM_146933		ENSMUSG00000044025
			ENSMUSG00000086625
			ENSMUSG00000086103
258932	NM_146930		ENSMUSG00000047626
106025			ENSMUSG00000022552
106025	NM_025340		ENSMUSG00000022552
106025			ENSMUSG00000022552
106025			ENSMUSG00000022552
106025			ENSMUSG00000022552
106025			ENSMUSG00000022552
106025			ENSMUSG00000022552
106025			ENSMUSG00000022552
106025			ENSMUSG00000022552
